title,genres,poster,description,rating,release
Dhoom 2,Action|Crime|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/D2-poster-ver2.jpg/220px-D2-poster-ver2.jpg,The world's oldest desert  the Namib - A solitary railway line - A royal family on a royal journey. From the sky - like lightening - A flash - the centuries old royal crown is stolen. Back in action - DHOOM:2 reinvents the action comedy genre and propels it into the 21st century. Ali's (Uday Chopra) dream of becoming a police officer has come true. He is now ACP Jai Dixit's (Abhishek Bachchan) right hand man. Together they are trying to keep a tight leash on the crime in India  little do they know what they are going to be up against. Enter Aryan - Mr.A (Hrithik Roshan) A high tech international thief after pulling off a series of impossible heists all over the world. His next target is Mumbai  India. The case is given to ACP Jai Dixit and Ali helping them put the pieces of the puzzle together is ACP Shonali Bose (Bipasha Basu). For the last two years Shonali has been tracking these amazing thefts and is now an expert on this thief  who no one has seen. Once in Mumbai Mr.A finds his ...,6.5,24-11-2006
Dor (film),Drama,https://upload.wikimedia.org/wikipedia/en/thumb/2/22/Dorfilm.jpg/220px-Dorfilm.jpg,Shankar Singh and his wife  Meera  live in Jodhpur  Rajasthan  India along with widowed paternal grandmother  Laxmibai  his mom  Gowri  and dad  Randhir. The family feel that they are blessed after Meera's entry in this family. Shankar must go and abroad in Saudi Arabia and bids farewell to Meera  promising to keep in touch  which he does  and also sends them a large portion of his earnings  which is used to pay off the family's debts. Then when no word is received from him  a worried Meera phones  and is devastated to learn that Shankar has been killed by being thrown off a 10th floor balcony. Her status quickly changes  her jewelery  ornaments  fancy clothes are taken off  and she is told to remain indoors. wear dark clothes  and is only allowed to pray at a Mandir. Things brighten up for Meera when she befriends an Islamic woman  Zeenat  who has come all the way from Himachal Pradesh to look for her husband  Amir Khan. Shortly thereafter  Meera's world is turned upside down when ...,8,22-09-2006
Don (2006 Hindi film),Action|Crime|Thriller,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Don_%282006_Hindi_film%29_poster.jpg/220px-Don_%282006_Hindi_film%29_poster.jpg,In 2006  the drug trade is booming; trafficking between Asian and Europe is at an all time high. It is at this time that the Malaysian intelligence and Anti-Narcotic department are called upon for assistance by their Indian counterparts. There are rumors that the gang recently moved their operational headquarters. The cartel is headed by the dreaded Singhania  but what many people do not know is that the business is truly managed by his lieutenant  Don. A man who lives life on the edge  Don is constantly expanding the size of his empire while evading arrest or death at the hands of his enemies  both within and outside the law. He is unstoppable in his pursuit of absolute power. His chief pursuer is an Indian police officer  Desilva. He is a man who has sworn to put an end to this nexus of evil and knows that in capturing Don lies the key to unlock this puzzle. And one day he succeeds. Don is captured and Desilva puts his plan into action. Unknown to even his own department  Pesilva ...,7.2,20-10-2006
Family (2006 film),Action|Crime|Drama,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Familytiesofblood2.jpg/220px-Familytiesofblood2.jpg,Slacker Aryan Bhatia's life is turned upside down when his brother  Shekhar  is killed by a hoodlum  Virendra Sahi. Unable to get the corrupt Mumbai police to apprehend him  he decides to abduct the entire Sahi family  hold them hostage until Virendra surrenders to him. He and six of his friends obtain firearms  successfully abduct the Sahi family  hold them in a room. They even get Virendra to negotiate their release within 24 hours. But Aryan grossly underestimates Virendra's connections  reportedly from 'Sadak' to 'Sansad'. Soon  not only he  his friends  and the remainder of his family will face Virendra's wrath.,5.6,13-01-2006
Fanaa (2006 film),Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Fanaa_Poster.jpg/220px-Fanaa_Poster.jpg,Choices - to choose between right or wrong is simple  but what defines one's life is the decision between the greater of two goods or the lesser of two evils. This is the advice that Zooni Ali Beg (Kajol) receives from her father just as she is about to venture out into the world of her own for the very first time. Little does she know that these very words will shape her life. Zooni  a blind Kashmiri girl  meets Rehan Qadri (Aamir Khan)  a local Delhi tour guide and an incorrigible flirt. Her friends warn her against this good-for-nothing roadside Romeo  but she chooses to ignore them. It is now her time to discover life and love. Is this really the right choice? Rehan is fascinated by Zooni and wants her to see life as it should be seen  in its many colours. He promises her that the time spent with him will be the most precious in all her life. Zooni sees Delhi  life and love like she never has before  because of Rehan. What Zooni doesn't know is that Rehan has another side of his ...,7.2,26-05-2006
Gangster (2006 film),Action|Crime|Drama,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Gangster_poster.jpg/220px-Gangster_poster.jpg,Daya Shankar lived with his family in Kashmir  but then subsequently re-located to Bombay where he took to crime as a career. One day while on the run from the Police  he holes up in a small room with a young bar dancer  Simran. She shields him from the Police  and he falls in love. He finds out the bar she dances in and comes in silently to watch her perform. He had come to her rescue when she was being molested and thereafter asked her to move in with him  which she did. For sometime it was as though they seemed to be living in bliss  then all of a sudden  they were on the run again. Then Daya decided that it was time to settle down  and they adopted a young boy  Bittu  made different passports  and decided to re-locate to Dubai. That did not happen  instead Bittu gets killed  and a heart-broken Simran and Daya are forced to live apart  with Simran moving to Seoul  Korea. It is here that she meets with Akash and both fall in love  get intimate and Simran gets pregnant. Then Daya ...,7.1,28-04-2006
Golmaal: Fun Unlimited,Action|Comedy|Drama,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Golmaal-Fun_Unlimited.jpg/220px-Golmaal-Fun_Unlimited.jpg,Gopal  Lucky  Madhav and Laxman - four guys bound together by their child-like notoriety  aimlessness and petty business of conning people for fun and money. Laxman is an intelligent student who is not allowed to pass by his mischievous band of friends Gopal  Madhav and mute Lucky. This is because all four friends use his hostel room to conduct their activities. He is peer-pressured into running a series of scams in order to earn himself and his friends some money. Once thrown out of college bag-n-baggage  the naughty foursome finds refuge in the bungalow of a blind couple as their grandson. A cat mouse game unfolds as Laxman's body and Gopal's voice makes for Sameer (The grandson from US). Each time the blinded Dadaji comes amidst them  hilarious situations arise Enter Nirali with a bath towel and the group now have time  place and 'resources' to fall in love. Their individual efforts at winning the lady's heart  fail  resulting in rib tickling comic scenes. Apart from their amorous ...,7.4,14-07-2006
Devaki (2005 film),Drama,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Devaki.jpg/220px-Devaki.jpg,,4.3,06-01-2006
Fight Club â€“ Members Only,Action|Crime,https://upload.wikimedia.org/wikipedia/en/thumb/7/73/Figt_clubb.jpg/220px-Figt_clubb.jpg,Four friends Vicky  Karan  Somil and Diku is a constant endeavor to help each other  get entangled in a web of incidents  some romantic  many funny and all that test the extremes of their friendship. These four friends who could be mistaken for brothers; offer an example of wonderful camaraderie  all throughout a journey with numerous highs  twists and dark turns. An exciting journey is accelerated when Vicky stumbles upon the design of a Fight Club. A club which gives people a platform to score with their enemies in a atmosphere of fun  action and excitement. Amidst the on-going fun  team fight club get entangled in affairs of the heart and mind with Anu and Shonali which thicken their bonds tighter and make them travel to Delhi to look after a nightclub  'Crossroads'  which is in the eye of a storm created by Delhi's most dangerous gang lords. Gang lords who kill to survive! In the ongoing ever-increasing drama  the ex-king pin Anna's brother Mohit   gets killed. This fills Anna ...,3.2,17-02-2006
Dharti Kahe Pukar Ke (2006 film),Action,https://upload.wikimedia.org/wikipedia/en/6/64/Dharti_Kahe_Pukar_Ke_%282006_film%29.jpg,,6.3,10-02-2006
Humko Deewana Kar Gaye,Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Humkodeewanakargaye.jpg/220px-Humkodeewanakargaye.jpg,"Ravishing Jia A. Yashvardhan lives a very wealthy  though lonely  lifestyle in India with her widowed father Industrialist  A.J. Yashvardhan. In a bid to augment his business  he arranges her marriage with dynamic business tycoon  Karan Oberoi  who operates from Canada. Jia re-locates to Canada to do some shopping  and runs into a young automobile engineer  Aditya Malhotra. Both continue meeting and eventually fall in love with each other. But both are not fated to be each other's soul-mates  for Aditya is engaged to be married to ""India's hottest female"" Sonia Berry  while Jia will eventually marry Karan. They part and go their individual ways. Then Sonia gets an assignment with Karan  and she and Aditya get invited to his wedding. The wedding takes place with great pomp and ceremony  it is then Aditya and Jia are introduced to each other  and both find that they still have feelings for each other  at the same time both know that according to Hindu traditions  this marriage cannot be...",5.2,14-04-2006
Humko Tumse Pyaar Hai,Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Humko_Tumse_Pyaar_Hai.jpg/220px-Humko_Tumse_Pyaar_Hai.jpg,"Durga (Amisha Patel) is a beautiful blind woman with a talent for shaping pottery. She is poor  and lives with her widowed mother in a simple home. By chance Durga crosses paths with Babu Rohit (Arjun Rampal) who saves her life when she is about the fall over a cliff. The pair spend time together and fall in love. At one point Durga creates a clay bust of her Babu (""sir"") but weeps because she cannot see it. Rohit tells her that he will find a way to help her see again. But before anything could happen between the two Dubai returned Rana  another man who wants to marry Durga  kills her mom and then Babu himself. A devastated Durga undergoes eye surgery through Swiss-based Dr. R.K. Prasad and regains her sight. Dr. Prasad takes her with him to live in Switzerland and this is where multi-millionaire Raj (Bobby Deol) enters her life and wants to marry her. Dr. Prasad persuades her to let go of Babu's memory and marry Raj  which she does. At their engagement party  Raj's friend  Rohit  ...",4.8,24-02-2006
I See You (2006 film),Comedy|Drama|Fantasy,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Poster_ISeeYou.jpg/220px-Poster_ISeeYou.jpg,Dr. Shivani Dutt lives a wealthy lifestyle in London  England  along with her widowed mom  and a dog named Kaali. She works at the Thomwell Hospital. One day she notices that some of her fellow doctors indulge in organ trafficking  and decides to expose them. Before she could do anything  her car has an accident  and she ends up in the very same hospital as a comatose patient. Her condition remains serious  and she continues to be on life-support systems  without any chance of future recovery. The doctors recommend to her mother that the life support systems be turned off. Unable to speak for herself Shivani's troubled spirit arises and attempts to find someone to convince them about her situation. The only one who can understand her is egoistical 'British Raj' TV host  Raj Jaiswal  who believes that he is irresistible to women. A disbelieving Raj is finally convinced  and together with Akshay Kapoor  they decide to abduct Shivani's body from the hospital to his residence. Watch what ...,4.1,29-12-2006
Jaane Hoga Kya,Action|Crime|Sci-Fi,https://upload.wikimedia.org/wikipedia/en/0/06/Jaane_Hoga_Kya.jpg,Siddharth Sardesai  a young scientist from Indian Medical Research center who wants to create another human being  not in a mother's womb but in a science lab. If he is successful it could be a boon for humanity else it could be a doom for mankind. Siddharth has been experimenting with cloning for the past two years and has been unsuccessful. But today he is confident of succeeding. He needs permission from the Indian Medical Research Center and his Guru Dr. Krishnan. There are few people who don't approve of his experiment. Amongst them is Inspector Rathod. So Siddharth is shattered when Dr. Krishnan informs him that the permission to go ahead is not granted. Siddharth is shattered and his love  Aditi comforts him. She also suggests him that she would speak to her father Mr. Chopra who is a big industrialist and could finance him for his project to help him go ahead with his dream of creating a human clone. After much thought and hesitation Siddharth agrees to take Aditi's help. He ...,2.8,01-09-2006
Jaan-E-Mann,Drama|Musical|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/Jaan-E-Mann_poster.jpg/220px-Jaan-E-Mann_poster.jpg,Suhaan receives divorce notice from his wife Piya as he as failed to pay the alimony.Agasthya enters their doorstep searching for Piya he was in love with her during college days but couldn't express it. Suhaan tries to get Agasthya and Piya closer that he doesn't have to pay her alimony and monitors their every move.He rents a apartment opposite her house and uses telescopes and binoculars to monitor her.Suhaan notices that Piya has a baby girl.Piya was pregnant when she left him as she didn't want her and baby to ruin his film career.Suhaan realizes his mistake but its to late as Piya and Agasthya are set to get engaged.,6,20-10-2006
Jawani Diwani: A Youthful Joyride,Romance,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/JawaniDiwani.jpg/220px-JawaniDiwani.jpg,Mann Kapoor lives a middle-class lifestyle in India. He wants to be a singer but is unable to secure any firm to back him up. He would like to be represented by Umesh Jumani  the Managing Director of a recording company  and in order to do this he successfully woos his attractive daughter  Radha  gets her to fall in love with him  and in this way secures a contract to make an album with her dad's company. His friends arrange for a bachelor party in scenic Goa  and while partying he meets with and falls head over heels in love with Roma Fernandes  also an upcoming singer and dancer. Roma also falls in love with him  but is heart-broken when she finds out that he is to wed Radha. Torn between his love for Roma and the commitment he made with Radha  a lovelorn Mann returns home - not knowing that fate will disrupt his life when Radha and Umesh eventually find out that he has been two-timing Radha  and a confrontation with an underworld don  Chappu Bhai  who wants to ensure that Mann ...,2.8,06-01-2006
Holiday (2006 film),Drama|Musical|Romance,https://upload.wikimedia.org/wikipedia/en/c/ca/Holiday2006.jpg,Young woman struggling with her looks trying to find some happiness  success  and purpose for her life.,4.7,10-02-2006
Iqraar by Chance,Comedy|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Iqraar_by_Chance.png/220px-Iqraar_by_Chance.png,Born to East Indian parents  Rashmi Mehra lives a wealthy and care-free life in England  often overspends money  leading her dad to question her closely. On one such occasion  she manages to convince him that she can earn as much as 5000 pounds in one month. He accepts her challenge and she sets out to find work. She soon finds out that it is not easy to get any job  especially without using her dad's name & any job skills. She does manage to convince Radiowala of 'Suno' FM Radio to let her con a young man in falling in love with her  while she ditches him on a reality show. The young man  she has in mind is Raj  who also uses the alias of CBI Officer R.B. Mathur  who has come all the way from India to nab a gang of drug-dealers. She will soon find out that Raj  too  has an agenda in falling for her  as he wants to convince his to-be father-in-law  Talwar  that he is married  and Rashmi is his fresh-from-India bride. Things get comically complicated when the underworld get word of R.B...,4.7,06-10-2006
Khosla Ka Ghosla,Comedy|Crime|Drama,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Khosla_Ka_Ghosla.jpg/220px-Khosla_Ka_Ghosla.jpg,K.K. Khosla (Anupam Kher) is a middle class man living in New Delhi. He is a simple man with simple tastes. The plot starts with a scene where Khosla dreams about his death. The irony is that nobody cares about his death; instead his children & neighbours are more interested in their materialistic needs. One early morning in Delhi  Khosla wakes up and plans to go to the site where he has purchased a plot to build his house. He is accompanied by his wife  eldest son Bunty (Ranvir Shorey)  second son Chironji Lal Khosla (Parvin Dabas)  and his daughter. When they reach the spot they find that the site has been occupied by someone else and on further investigation find that it has been captured by a property usurping nexus headed by a man named Kishan Khurana (Boman Irani). Khurana demands Rs. 15 lakhs to vacate the plot  which Khosla refuses to give. Bunty gathers few local strongmen and forcefully destroys the walls and re-occupies the plot. But Khurana has the police on his side and ...,8.3,22-09-2006
Kabhi Alvida Naa Kehna,Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/KANK_poster.jpg/220px-KANK_poster.jpg,Dev Saran is a disgruntled former footballer who is jealous of his wife Rhea's successful career as a fashion magazine editor. Maya Talwar is a kindergarten teacher married to her childhood buddy Rishi. Rishi is a passionate and affectionate husband but Maya is unable to reciprocate his love because of the lack of feelings towards him. A chance encounter brings Dev and Maya together. Since their respective marriages are falling apart  they decide to help each other to salvage their marriages  blissfully unaware of what the forces of love have in store for them. What starts as a pleasant friendship develops into love and an extramarital affair which soon throws the relations between the two couples in turmoil.,6.1,11-08-2006
Love Ke Chakkar Mein,Comedy,,Neha lives a wealthy lifestyle with businessman dad  Vishal Batra  and mom. She likes surfing the net  and on doing so meets Vicky. Both meet in person  fall in love  and want to get married. Vishal approves of Vicky  but wants him to find employment in 7 days. Vicky sets to seek employment and finds out that it is not an easy task. When the deadline is almost over  he meets with businessman Armaan Kochar who agrees to hire him provided he lets Neha spend a night with him. A desperate Vicky agrees to do so  and as a result Armaan does get to spend the night with a young lady. All seems well in Vicky and Neha's world  but now Mrs. Batra wants Vicky to get a flat or the marriage will not take place. Once again Vicky goes to Armaan  and once again he is asked to send Neha to spend a night with him. Vicky then tells him that Neha has passed away  but he will find another girl for him. Armaan provides a furnished flat for Vicky on the same terms and conditions  but before that could happen...,4.2,02-06-2006
Lage Raho Munna Bhai,Comedy|Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Lage_raho_munna_bhai.JPG/220px-Lage_raho_munna_bhai.JPG,A hilarious underworld gangster known as Munna Bhai falls comically in love with a radio host by the name of Jahnvi  who runs an elders' home  which is taken over by an unscrupulous builder  who gets the residents kicked out ironically with the help of Munna's sidekick  Circuit  while Munna is busy romancing Jahnvi elsewhere. Munna  who is now masquerading as a Professor specializing in the life of Mahatma Gandhi  must now battle his very own forces and the builder - but he has one ally on his side - none other than the great man - Mahatma Gandhi himself. Only trouble is that Munna may have problems convincing everyone about this presence - as he is apparently is the only one who can see and hear him.,8.1,01-09-2006
Kabul Express,Adventure|Comedy|Drama,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Kabul_Express.jpg/220px-Kabul_Express.jpg,Suhel (John Abraham) and Jai (Arshad Warsi) - TV journalists from India in search of the ultimate news scoop  meeting the Taliban. Imran Khan Afridi (Salman Shahid) - a soldier of the hated and derided Taliban who needs to escape the wrath of the Afghans and run to his country  Pakistan. Khyber (Hanif Hum Ghum) - an Afghan who is as old as the war in his country. Jessica Beckham (Linda Arsenio) - an American photojournalist ready to risk her life to photograph the Taliban. Five people from different worlds  their paths are destined to cross in a ruthless country devastated by war - Afghanistan. This is a thrilling story spanning 48 hours of five individuals linked by hate and fear  but brought together by fate to finally recognize each other. Set in post 9/11 war-torn Afghanistan  KABUL EXPRESS is a kidnap drama that is alternately funny and horrifying. Narrated in a light hearted manner  this is the story of a unique reluctant bond that develops between people who are otherwise ...,6.8,15-12-2006
Jigyaasa,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/2/22/Jigyaasa_poster.jpg/220px-Jigyaasa_poster.jpg,Story of an innocent girl named Jigyaasa Mathur (Played by Hrishitaa Bhatt) who comes from a middle-class-family and daughter of a school teacher named Malini Mathur (Played by Varsha Usgaonkar). Malini is a woman with principles and emotions. Jigyaasa wants to become a Film Actress and her mother has no objections about it. But Jigyaasa has some other plans. Jigyaasa will go to any limits to reach her goal. Within a time span of five years. Jigyaasa reaches the top and is now India's highest paid Super star. A middle class innocent girl enters Bollywood. And dominates and manipulated the dark world of Bollywood. Based on some actual witnessed events. This roller-coaster ride of a girl's journey to achieve stardom is mixed with Humor  Emotions  Sex  Domination  Dirty Celebrity Gossips  Film-Politics  Abuse  Sadism  Betrayel  Naked-Mobile-Clippings  Drugs  Glamour  Back-Bitching  Molestations  Perversions  Underworld-Connections...All rolled into one!!!,3.6,10-03-2006
Krrish,Action|Sci-Fi,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Krrish_poster.jpg/220px-Krrish_poster.jpg,Singapore-based Dr. Siddhant Arya recruits a superhumanly powerful Indian-born man named Rohit Mehra  who was given special powers by a blue-skinned alien named Jadoo  to build a computer that can forecast the future  which results in an accident that kills Rohit. When this news reaches Rohit's mother  Sonia  in India  she passes this on to Rohit's wife  Nisha  who has just given birth to a son named Krishna. However  Nisha  unable to handle this devastating news  passes away  leaving Krishna to be brought up by Sonia. When Krishna is enrolled in school  she notices that he has the same intellectual and physical powers that his father possessed  so in order to shield him from any harm  she moves to a secluded and remote area in a mountainous region of the country  where he grows up. Years later  Krishna has matured  has acquired the same special powers that his father had  and is also able to communicate with animals. He meets with a camper named Priya and is attracted to her. When ...,6.3,23-06-2006
Malamaal Weekly,Comedy|Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Malamaalweeklyposter.jpg/220px-Malamaalweeklyposter.jpg,Laholi is a small village in India whose inhabitants are poor  simple-minded  and are used to their lives being controlled by the dictatorial Landlord  Thakurain  and her brother  Baj Bahadur. Although Lilaram is the one with the highest educational qualifications  he is unable to secure any job. He decides to make a living selling lottery tickets  especially the Delhi-based Malamaal Weekly  but is barely able to make ends meet. Then one day he finds out that one of his lottery tickets is a winner. He concocts a scheme with his wife  which involves pawning her pet goat with the Thakurain  getting people together for a feast  so that he can get their tickets back - all in vain. Then he finds out that the only one who was absent was the town drunk  Anthony Fernandes. When he goes to Anthony's house he finds him dead  happily clutching his winning lottery ticket. When Lilaram tries to take the ticket from Anthony's hand  another villager  Balwant  happens to come by  both of them ...,6.9,10-03-2006
Omkara (2006 film),Action|Crime|Drama,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Omkarapromoposter.jpg/220px-Omkarapromoposter.jpg,"Advocate Raghunath Mishra has arranged the marriage of his daughter  Dolly  with Rajan  knowing fully well that Dolly loves Omkara Shukla. Before the marriage could take place  the groom's party is attacked  they flee  and Dolly is reportedly abducted. Raghunath is able to trace Dolly to Omkara  a criminal and hit-man  a verbal confrontation ensues until Politician Bhaisaab telephonically intervenes  and a crestfallen Raghunath faces the reality that Dolly was not abducted but is here with Omkara by her own free will. He warns Omkara  and departs. Shortly thereafter  Bhaisaab is shot at and wounded  announces that Omkara should stand in the next election  and as a result  Omkara appoints one of his lieutenants'  Keshav Upadhyay in his place as the 'Bahubali"". Omkara realizes that he may have blundered in having Keshav succeed him  as Keshav is unable to control his temper when under the influence of alcohol  which puts him in the bad books of Omkara. Then Omkara suspects that Keshav ...",8.1,28-07-2006
Pyaar Ke Side Effects,Comedy|Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/Pyaar_ke_Side_Effects_Film_Poster.jpg/220px-Pyaar_ke_Side_Effects_Film_Poster.jpg,Bengal-speaking Siddharth Bose lives a middle-classed lifestyle in Delhi along with his mother  and sister  Shalini. Their dad had abandoned them years ago. Shalini gets married to Kapil Sharma and moves in with him  while Siddharth works as a DJ with his friend  known simply as Nanoo. While performing for a ceremony  where Punjabi-speaking Trisha Mallick is about to wed India's youngest C.E.O.  Vivek Chaddha  Siddharth sneaks in to use the bathroom and finds out that the bride does not love the groom and is about to run away. He manages to convince her to stay put  uses the facility and leaves. He meets her six months later in Mumbai  and he finds out that she did run away  both are attracted to each other and start living together fairly harmoniously  even though Trisha is taller than him. Siddharth's mom approves of Trisha and hopes that their children will also be taller. Their humorous and idyllic lifestyle is shattered when Trisha proposes to him  and gets him to meet her mom  ...,6.7,15-09-2006
Naksha,Action|Adventure|Fantasy,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Naksha.jpg/220px-Naksha.jpg,Bhagwan Shri Kishan had predicted that the Kalyug (Dark Age - where evil will triumph over good) will start after the battle of the Kurkshetra - the epic war between Kauravas and their cousins the Pandavas. Sage Vyas had verbally dictated the Bhagwad Geeta  while Bhagwan Shri Ganesh wrote it  which included a little-known chapter - about Surya Dev's son  Karan  who though sired by Pandavas mother  Kunti herself  had fought on the side of the Kauravas. He adorned a body armor that no arrow or spear could pierce rendering himself virtually immortal. This itself could have changed the course of history and resulted in the annihilation of the Pandavas - until Bhagwan Shri Indra himself intervened and got Karan to donate this armor  which was then safely buried in the Uttaranchal mountains in India. With the body armor out of the way  the Pandavas were able to slay Karan and defeat the Kaurava hordes. Years later  Kapil Malhotra came across a map to this armor  which he wanted to be kept ...,3.1,08-09-2006
Phir Hera Pheri,Comedy|Crime,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Still-phir-hera-phir.jpg/220px-Still-phir-hera-phir.jpg,Baburao Raju and Shyam live a lavish lifestyle.Anuradha claims to be a bank manager and promises to double their money.Raju borrows 30 Lakh from Baburao and Shyam and without their knowledge sells the bungalow they are living for 50 Lakh.He takes 20 Lakh from a local goon Papu to mark the Crore figure.The trio soon find that Anuradha has duped them and is missing with their money.Baburao Raju and Shyam are back to live their poor lifestyle.Pappu is tortured by his boss Don Tiwari Seth as he had borrowed the money from him.Pappu traces the trio and takes then to Tiwari who gives them a deadline to return the money.As it is impossible to arrange the big amount the trio steal drugs from their neighbor Munnabahai and go to sell it to Nanjjbhai not knowing Munnabhai had looted drugs from him.,6.7,09-06-2006
Pyare Mohan,Action|Comedy|Crime,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/PyareMohan.jpg/220px-PyareMohan.jpg,India's underworld is ruled by Don Tony Fernandez and his brother Tiny. Tony decides that he has had enough  goes to confess in a Church  kills one of his men  and then gets himself killed via a car bomb. What the Indian authorities do not know is that Tony is alive and well  living in style in Bangkok  Thailand  along with Tiny. Then on a flight to Bangkok  a man named Dholakia  fearing that the plane is going crash  confesses to a priest that he is Tony  which is overheard by two sisters  Preeti and Piya Malhotra  who are headed to Bangkok to do a song and dance show. Tony kills the priest  and the police arrest the Malhotra sisters  and if found guilty  both will hang. But Tony is not taking any chances  he asks Tiny to ensure that the two sisters are killed. But hilarious chaos reigns when two former Bollywood stunt artistes  Pyare  and Mohan  intervene to save the Malhotra sisters. The only problem is that Pyare is blind  and Mohan is deaf. And Tony is quite sure that he is going...,3.2,21-04-2006
Mere Jeevan Saathi (2006 film),Drama|Music|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Merejeevansaathi.jpg/220px-Merejeevansaathi.jpg,Back in college  Natasha was obsessed with Vicky  who has become a successful rock star. Nothing ever happened between them  however. At the time  Vicky was in love with Anjali  who one fateful night suffered a great loss because of him. Now Natasha is the owner of a music label and has the power to make Vicky a global phenomenon. While Vicky  who is still with Anjali  wants to keep things professional  Natasha isn't about to take no for an answer.,3.5,03-02-2006
Sacred Evil â€“ A True Story,Drama,https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/Sacred_evil_poster.jpg/220px-Sacred_evil_poster.jpg,A witch is asked to heal a 45 year old woman whose sanity is at stake.,6,02-06-2006
Rang De Basanti,Comedy|Drama,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Rang_De_Basanti_poster.jpg/220px-Rang_De_Basanti_poster.jpg,Sue comes to India to make a film on Indian revolutionaries.She is helped by her friend Sonia who introduces her to her friends Karan Aslam Sukhi and their head DJ.Sonia's fiance Lt Ajay Rathod also joins the gang when in town.Their gang always gets in trouble with a political member Laxman who opposes their western culture.After many auditions Sue decides to caste DJ and his friend's in her film.She also casts Laxman in a role thus ending his feud with the gang.All things are going well until Ajay dies in plane crash but manages to save everyone on board.The state minister declares that Ajay died due to his own negligence .DJ an his friends can't take shame given to Ajay by minister and decide to fight for justice.Where things will take ugly events due to political games.,8.2,26-01-2006
Shaadi Karke Phas Gaya Yaar,Comedy|Drama|Romance,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/SKPGY.jpg/220px-SKPGY.jpg,Ayaan lives a very wealthy lifestyle with his married brother  Karan and his wife  Anju; a younger sister  Yamini  and brother  Rahul; his mom  and grandma; and runs a garage. One day he meets with beautiful model  Ahana  and falls head over heels in love with her. She forgets her personal diary at his garage  and through this Ayaan woos  wins her heart  and both get married. Ahana soon finds out that despite of Ayaan's wealth  his family is very conservative and tradition-bound. This causes some bitterness between the newly-weds  which gets worse when she becomes pregnant and wants to abort the child. While visiting her mom on their dog's birthday  Ahana has an accident which results in a miscarriage. Ayaan blames her for losing the child  but his mother convinces him and he apologizes. Few months later  Ahana becomes pregnant again  and that's when she finds out that Ayaan had pulled wool over her eyes through her personal diary. Watch what happens when Ahana decides to get drunk on...,4,01-08-2006
Sandwich (2006 film),Comedy|Thriller,https://upload.wikimedia.org/wikipedia/en/5/57/Sandwich_%282006_film%29.jpg,Sher Singh lives with his mother and handicapped sister in Punjab but moves to Mumbai  changes his name to Shekhar  meets Nisha and falls in love. When his mother asks him to return  he explains to Nisha that if he takes her before they are married the people would make an issue of it and promises to return in 4 days. On his return  Shekhar is surprised to find out that the Zamindar's son is ready to marry his sister. His mother tells him that the Zamindar's daughter Sweety loves him from their childhood days. The Zamindar had approached his mother to fix the marriage but she told him that she cannot fix her son's wedding until her daughter is married. Sweety's brother agreed to the marriage for as his mother says  brothers are those who sacrifice everything for their sister's happiness. He has no alternative and marries Sweety. So  during the day Sher Singh stays with Sweety and at night Shekhar stays with Nisha. One day both of them meet Sher Singh and tell him that he cannot go ...,5.4,25-08-2006
